rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
132.0,Ethiopia,ETH,222.0,275.0,20,CAF,2014-09-18
134.0,Philippines,PHI,218.0,221.0,6,AFC,2014-09-18
157.0,Puerto Rico,PUR,126.0,134.0,2,CONCACAF,2014-09-18
156.0,Indonesia,IDN,130.0,136.0,3,AFC,2014-09-18
155.0,Malta,MLT,133.0,143.0,5,UEFA,2014-09-18
154.0,Malaysia,MAS,134.0,134.0,-1,AFC,2014-09-18
153.0,Guyana,GUY,148.0,136.0,0,CONCACAF,2014-09-18
152.0,Syria,SYR,154.0,161.0,5,AFC,2014-09-18
151.0,Kyrgyz Republic,KGZ,158.0,176.0,7,AFC,2014-09-18
150.0,Korea DPR,PRK,160.0,167.0,4,AFC,2014-09-18
149.0,Singapore,SGP,163.0,140.0,-3,AFC,2014-09-18
148.0,Curacao,CUW,164.0,63.0,-34,CONCACAF,2014-09-18
133.0,Sudan,SDN,221.0,263.0,18,CAF,2014-09-18
147.0,Suriname,SUR,175.0,213.0,16,CONCACAF,2014-09-18
145.0,Maldives,MDV,183.0,174.0,0,AFC,2014-09-18
144.0,Chad,CHA,185.0,184.0,4,CAF,2014-09-18
143.0,Myanmar,MYA,193.0,121.0,-17,AFC,2014-09-18
142.0,Vietnam,VIE,194.0,192.0,3,AFC,2014-09-18
141.0,Turkmenistan,TKM,197.0,197.0,4,AFC,2014-09-18
140.0,Mauritania,MTN,198.0,204.0,7,CAF,2014-09-18
137.0,Central African Republic,CTA,209.0,252.0,17,CAF,2014-09-18
137.0,New Caledonia,NCL,209.0,199.0,1,OFC,2014-09-18
137.0,Grenada,GRN,209.0,182.0,-5,CONCACAF,2014-09-18
136.0,Tajikistan,TJK,213.0,252.0,16,AFC,2014-09-18
135.0,Afghanistan,AFG,214.0,217.0,6,AFC,2014-09-18
146.0,Madagascar,MAD,180.0,179.0,3,CAF,2014-09-18
1.0,Germany,GER,1765.0,1736.0,0,UEFA,2014-09-18
1.0,Germany,GER,1669.0,1765.0,0,UEFA,2014-10-23
2.0,Argentina,ARG,1565.0,1631.0,0,CONMEBOL,2014-10-23
3.0,Colombia,COL,1420.0,1488.0,0,CONMEBOL,2014-10-23
136.0,Vietnam,VIE,208.0,194.0,-6,AFC,2014-10-23
137.0,Myanmar,MYA,207.0,193.0,-6,AFC,2014-10-23
138.0,Turkmenistan,TKM,197.0,197.0,-3,AFC,2014-10-23
138.0,St Lucia,LCA,197.0,256.0,15,CONCACAF,2014-10-23
140.0,Mauritania,MTN,195.0,198.0,0,CAF,2014-10-23
141.0,Chad,CHA,194.0,185.0,-3,CAF,2014-10-23
142.0,Maldives,MDV,183.0,183.0,-3,AFC,2014-10-23
143.0,Madagascar,MAD,180.0,180.0,-3,CAF,2014-10-23
144.0,Central African Republic,CTA,178.0,209.0,7,CAF,2014-10-23
145.0,Grenada,GRN,176.0,209.0,8,CONCACAF,2014-10-23
134.0,Afghanistan,AFG,214.0,214.0,-1,AFC,2014-10-23
146.0,Barbados,BRB,172.0,112.0,-15,CONCACAF,2014-10-23
148.0,Korea DPR,PRK,168.0,160.0,-2,AFC,2014-10-23
149.0,Suriname,SUR,167.0,175.0,2,CONCACAF,2014-10-23
150.0,Kyrgyz Republic,KGZ,158.0,158.0,-1,AFC,2014-10-23
151.0,Syria,SYR,154.0,154.0,-1,AFC,2014-10-23
152.0,Guyana,GUY,148.0,148.0,-1,CONCACAF,2014-10-23
153.0,New Caledonia,NCL,142.0,209.0,16,OFC,2014-10-23
154.0,Laos,LAO,141.0,84.0,-15,AFC,2014-10-23
155.0,Liechtenstein,LIE,136.0,81.0,-17,UEFA,2014-10-23
156.0,Malaysia,MAS,134.0,134.0,2,AFC,2014-10-23
157.0,Indonesia,IDN,129.0,130.0,1,AFC,2014-10-23
147.0,Curacao,CUW,171.0,164.0,-1,CONCACAF,2014-10-23
159.0,Puerto Rico,PUR,119.0,126.0,2,CONCACAF,2014-10-23
134.0,Tajikistan,TJK,214.0,213.0,-2,AFC,2014-10-23
132.0,Kazakhstan,KAZ,218.0,239.0,5,UEFA,2014-10-23
110.0,Tanzania,TAN,291.0,277.0,-5,CAF,2014-10-23
111.0,Ethiopia,ETH,289.0,222.0,-21,CAF,2014-10-23
112.0,Cuba,CUB,286.0,257.0,-10,CONCACAF,2014-10-23
113.0,Namibia,NAM,284.0,284.0,0,CAF,2014-10-23
113.0,Jamaica,JAM,284.0,321.0,13,CONCACAF,2014-10-23
115.0,St Kitts and Nevis,SKN,279.0,276.0,-2,CONCACAF,2014-10-23
116.0,Kenya,KEN,273.0,288.0,5,CAF,2014-10-23
117.0,Georgia,GEO,271.0,290.0,7,UEFA,2014-10-23
118.0,Lesotho,LES,266.0,277.0,3,CAF,2014-10-23
119.0,Moldova,MDA,262.0,302.0,14,UEFA,2014-10-23
132.0,Aruba,ARU,218.0,233.0,3,CONCACAF,2014-10-23
120.0,Kuwait,KUW,261.0,250.0,-4,AFC,2014-10-23
122.0,Canada,CAN,251.0,265.0,2,CONCACAF,2014-10-23
123.0,Liberia,LBR,249.0,241.0,-3,CAF,2014-10-23
124.0,Lebanon,LBN,246.0,264.0,3,AFC,2014-10-23
125.0,Equatorial Guinea,EQG,238.0,280.0,11,CAF,2014-10-23
126.0,Azerbaijan,AZE,233.0,344.0,31,UEFA,2014-10-23
126.0,Luxembourg,LUX,233.0,239.0,-1,UEFA,2014-10-23
128.0,Burundi,BDI,232.0,226.0,-2,CAF,2014-10-23
129.0,Philippines,PHI,229.0,218.0,-5,AFC,2014-10-23
130.0,Guinea-Bissau,GNB,226.0,226.0,0,CAF,2014-10-23
131.0,New Zealand,NZL,225.0,274.0,13,OFC,2014-10-23
121.0,Niger,NIG,258.0,295.0,14,CAF,2014-10-23
109.0,Malawi,MWI,292.0,340.0,11,CAF,2014-10-23
159.0,India,IND,119.0,116.0,1,AFC,2014-10-23
162.0,Guam,GUM,111.0,102.0,-2,AFC,2014-10-23
189.0,Samoa,SAM,37.0,37.0,2,OFC,2014-10-23
190.0,Vanuatu,VAN,33.0,33.0,2,OFC,2014-10-23
191.0,Mauritius,MRI,32.0,32.0,2,CAF,2014-10-23
192.0,Fiji,FIJ,30.0,30.0,2,OFC,2014-10-23
193.0,Mongolia,MNG,29.0,29.0,2,AFC,2014-10-23
194.0,Bahamas,BAH,26.0,26.0,1,CONCACAF,2014-10-23
194.0,American Samoa,ASA,26.0,26.0,1,OFC,2014-10-23
194.0,Tonga,TGA,26.0,26.0,1,OFC,2014-10-23
197.0,US Virgin Islands,VIR,20.0,28.0,5,CONCACAF,2014-10-23
198.0,Brunei Darussalam,BRU,15.0,26.0,5,AFC,2014-10-23
188.0,Chinese Taipei,TPE,39.0,70.0,10,AFC,2014-10-23
199.0,Papua New Guinea,PNG,13.0,13.0,0,OFC,2014-10-23
201.0,Cayman Islands,CAY,10.0,23.0,3,CONCACAF,2014-10-23
202.0,Andorra,AND,9.0,9.0,-1,UEFA,2014-10-23
203.0,Somalia,SOM,8.0,8.0,-1,CAF,2014-10-23
203.0,British Virgin Islands,VGB,8.0,13.0,4,CONCACAF,2014-10-23
205.0,Djibouti,DJI,6.0,6.0,0,CAF,2014-10-23
205.0,Cook Islands,COK,6.0,6.0,0,OFC,2014-10-23
207.0,Anguilla,AIA,2.0,1.0,0,CONCACAF,2014-10-23
208.0,Bhutan,BHU,0.0,0.0,0,AFC,2014-10-23
208.0,San Marino,SMR,0.0,0.0,0,UEFA,2014-10-23
4.0,Belgium,BEL,1388.0,1444.0,-1,UEFA,2014-10-23
200.0,Eritrea,ERI,11.0,11.0,-2,CAF,2014-10-23
161.0,Singapore,SGP,115.0,163.0,12,AFC,2014-10-23
187.0,Faroe Islands,FRO,42.0,67.0,8,UEFA,2014-10-23
185.0,Cambodia,CAM,46.0,13.0,-14,AFC,2014-10-23
163.0,Hong Kong,HKG,109.0,102.0,-1,AFC,2014-10-23
164.0,Eswatini,SWZ,103.0,114.0,4,CAF,2014-10-23
165.0,Thailand,THA,102.0,116.0,7,AFC,2014-10-23
166.0,Tahiti,TAH,100.0,106.0,4,OFC,2014-10-23
167.0,Belize,BLZ,99.0,103.0,4,CONCACAF,2014-10-23
168.0,The Gambia,GAM,90.0,101.0,2,CAF,2014-10-23
168.0,Nicaragua,NCA,90.0,83.0,-2,CONCACAF,2014-10-23
170.0,Montserrat,MSR,86.0,86.0,2,CONCACAF,2014-10-23
171.0,Seychelles,SEY,81.0,81.0,-1,CAF,2014-10-23
172.0,Bermuda,BER,80.0,83.0,2,CONCACAF,2014-10-23
186.0,South Sudan,SSD,43.0,43.0,1,CAF,2014-10-23
172.0,Comoros,COM,80.0,80.0,-2,CAF,2014-10-23
175.0,Sao Tome and Principe,STP,72.0,72.0,-2,CAF,2014-10-23
176.0,Bangladesh,BAN,68.0,65.0,-5,AFC,2014-10-23
177.0,Turks and Caicos Islands,TCA,66.0,66.0,-3,CONCACAF,2014-10-23
178.0,Yemen,YEM,62.0,58.0,-6,AFC,2014-10-23
179.0,Nepal,NEP,61.0,62.0,-4,AFC,2014-10-23
180.0,Solomon Islands,SOL,53.0,64.0,-2,OFC,2014-10-23
180.0,Dominica,DMA,53.0,89.0,13,CONCACAF,2014-10-23
182.0,Pakistan,PAK,51.0,77.0,7,AFC,2014-10-23
182.0,Timor-Leste,TLS,51.0,26.0,-11,AFC,2014-10-23
184.0,Macau,MAC,49.0,41.0,-2,AFC,2014-10-23
174.0,Sri Lanka,SRI,76.0,76.0,-2,AFC,2014-10-23
108.0,Palestine,PLE,297.0,311.0,6,AFC,2014-10-23
157.0,Malta,MLT,129.0,133.0,2,UEFA,2014-10-23
106.0,Belarus,BLR,301.0,364.0,17,UEFA,2014-10-23
32.0,Denmark,DEN,763.0,833.0,5,UEFA,2014-10-23
33.0,Cabo Verde,CPV,716.0,604.0,-8,CAF,2014-10-23
34.0,Wales,WAL,715.0,714.0,5,UEFA,2014-10-23
35.0,Ghana,GHA,685.0,661.0,2,CAF,2014-10-23
36.0,Slovenia,SVN,683.0,555.0,-17,UEFA,2014-10-23
37.0,Scotland,SCO,674.0,714.0,8,UEFA,2014-10-23
38.0,Egypt,EGY,658.0,513.0,-23,CAF,2014-10-23
39.0,Sweden,SWE,646.0,662.0,7,UEFA,2014-10-23
40.0,Cameroon,CMR,637.0,601.0,-2,CAF,2014-10-23
41.0,Senegal,SEN,635.0,645.0,5,CAF,2014-10-23
30.0,Russia,RUS,792.0,875.0,7,UEFA,2014-10-23
42.0,Nigeria,NGA,632.0,642.0,5,CAF,2014-10-23
44.0,Poland,POL,621.0,436.0,-26,UEFA,2014-10-23
45.0,Israel,ISR,615.0,498.0,-19,UEFA,2014-10-23
46.0,Turkey,TUR,614.0,637.0,8,UEFA,2014-10-23
46.0,Serbia,SRB,614.0,646.0,12,UEFA,2014-10-23
48.0,Albania,ALB,604.0,571.0,3,UEFA,2014-10-23
49.0,Trinidad and Tobago,TRI,598.0,374.0,-37,CONCACAF,2014-10-23
50.0,Hungary,HUN,561.0,548.0,-4,UEFA,2014-10-23
51.0,IR Iran,IRN,560.0,572.0,7,AFC,2014-10-23
52.0,Japan,JPN,559.0,557.0,4,AFC,2014-10-23
52.0,Togo,TOG,559.0,245.0,-73,CAF,2014-10-23
43.0,Northern Ireland,NIR,625.0,435.0,-28,UEFA,2014-10-23
29.0,Austria,AUT,810.0,622.0,-10,UEFA,2014-10-23
28.0,Iceland,ISL,816.0,646.0,-6,UEFA,2014-10-23
27.0,Ecuador,ECU,826.0,889.0,6,CONMEBOL,2014-10-23
5.0,Netherlands,NED,1375.0,1456.0,1,UEFA,2014-10-23
107.0,Sudan,SDN,298.0,221.0,-26,CAF,2014-10-23
6.0,Brazil,BRA,1307.0,1291.0,0,CONMEBOL,2014-10-23
7.0,France,FRA,1191.0,1202.0,-2,UEFA,2014-10-23
8.0,Uruguay,URU,1184.0,1243.0,1,CONMEBOL,2014-10-23
9.0,Portugal,POR,1175.0,1150.0,-2,UEFA,2014-10-23
10.0,Spain,ESP,1119.0,1228.0,2,UEFA,2014-10-23
11.0,Italy,ITA,1064.0,1068.0,-2,UEFA,2014-10-23
12.0,Switzerland,SUI,1063.0,1175.0,2,UEFA,2014-10-23
13.0,Chile,CHI,1060.0,1100.0,1,CONMEBOL,2014-10-23
14.0,Croatia,CRO,1002.0,928.0,-5,UEFA,2014-10-23
15.0,Algeria,ALG,989.0,926.0,-5,CAF,2014-10-23
16.0,Costa Rica,CRC,974.0,988.0,1,CONCACAF,2014-10-23
17.0,Mexico,MEX,954.0,963.0,1,CONCACAF,2014-10-23
18.0,Greece,GRE,946.0,1052.0,4,UEFA,2014-10-23
19.0,Ukraine,UKR,920.0,855.0,-5,UEFA,2014-10-23
20.0,England,ENG,919.0,935.0,2,UEFA,2014-10-23
21.0,Romania,ROU,876.0,837.0,-5,UEFA,2014-10-23
22.0,Czechia,CZE,870.0,812.0,-6,UEFA,2014-10-23
23.0,USA,USA,862.0,936.0,6,CONCACAF,2014-10-23
24.0,Slovakia,SVK,861.0,616.0,-16,UEFA,2014-10-23
25.0,Côte d'Ivoire,CIV,842.0,879.0,3,CAF,2014-10-23
26.0,Bosnia and Herzegovina,BIH,837.0,851.0,1,UEFA,2014-10-23
54.0,Peru,PER,558.0,563.0,7,CONMEBOL,2014-10-23
55.0,Guinea,GUI,552.0,557.0,7,CAF,2014-10-23
31.0,Tunisia,TUN,780.0,701.0,0,CAF,2014-10-23
104.0,Bahrain,BHR,308.0,305.0,0,AFC,2014-10-23
83.0,Oman,OMA,391.0,421.0,7,AFC,2014-10-23
84.0,Uganda,UGA,389.0,418.0,5,CAF,2014-10-23
85.0,Venezuela,VEN,388.0,476.0,19,CONMEBOL,2014-10-23
86.0,Benin,BEN,375.0,420.0,8,CAF,2014-10-23
87.0,Angola,ANG,373.0,312.0,-14,CAF,2014-10-23
88.0,Estonia,EST,369.0,403.0,7,UEFA,2014-10-23
88.0,China PR,CHN,369.0,341.0,-9,AFC,2014-10-23
88.0,Morocco,MAR,369.0,371.0,1,CAF,2014-10-23
92.0,Lithuania,LTU,364.0,309.0,-11,UEFA,2014-10-23
93.0,Haiti,HAI,360.0,266.0,-26,CONCACAF,2014-10-23
82.0,El Salvador,SLV,392.0,431.0,10,CONCACAF,2014-10-23
94.0,Australia,AUS,359.0,390.0,10,AFC,2014-10-23
96.0,Cyprus,CYP,348.0,388.0,11,UEFA,2014-10-23
97.0,Mozambique,MOZ,341.0,294.0,-12,CAF,2014-10-23
97.0,Saudi Arabia,KSA,341.0,402.0,15,AFC,2014-10-23
99.0,North Macedonia,MKD,340.0,286.0,-13,UEFA,2014-10-23
99.0,Latvia,LVA,340.0,333.0,0,UEFA,2014-10-23
101.0,Zimbabwe,ZIM,330.0,353.0,9,CAF,2014-10-23
102.0,Botswana,BOT,323.0,356.0,11,CAF,2014-10-23
103.0,Bolivia,BOL,310.0,346.0,9,CONMEBOL,2014-10-23
56.0,Panama,PAN,546.0,540.0,1,CONCACAF,2014-10-23
105.0,St Vincent and the Grenadines,VIN,302.0,301.0,-1,CONCACAF,2014-10-23
95.0,Rwanda,RWA,356.0,349.0,2,CAF,2014-10-23
81.0,Iraq,IRQ,393.0,357.0,-9,AFC,2014-10-23
88.0,Qatar,QAT,369.0,342.0,-8,AFC,2014-10-23
79.0,United Arab Emirates,UAE,413.0,430.0,6,AFC,2014-10-23
57.0,South Africa,RSA,542.0,458.0,-10,CAF,2014-10-23
80.0,Dominican Republic,DOM,405.0,295.0,-27,CONCACAF,2014-10-23
59.0,Bulgaria,BUL,532.0,570.0,13,UEFA,2014-10-23
60.0,Congo DR,COD,521.0,430.0,-13,CAF,2014-10-23
61.0,Republic of Ireland,IRL,519.0,506.0,-1,UEFA,2014-10-23
62.0,Congo,CGO,512.0,557.0,14,CAF,2014-10-23
63.0,Finland,FIN,510.0,491.0,-2,UEFA,2014-10-23
64.0,Montenegro,MNE,504.0,591.0,21,UEFA,2014-10-23
65.0,Uzbekistan,UZB,498.0,530.0,7,AFC,2014-10-23
66.0,Korea Republic,KOR,496.0,501.0,3,AFC,2014-10-23
67.0,Gabon,GAB,487.0,392.0,-16,CAF,2014-10-23
68.0,Norway,NOR,481.0,421.0,-8,UEFA,2014-10-23
58.0,Mali,MLI,533.0,526.0,-1,CAF,2014-10-23
70.0,Antigua and Barbuda,ATG,478.0,411.0,-10,CONCACAF,2014-10-23
71.0,Burkina Faso,BFA,469.0,557.0,23,CAF,2014-10-23
72.0,Guatemala,GUA,466.0,534.0,15,CONCACAF,2014-10-23
73.0,Libya,LBY,440.0,455.0,5,CAF,2014-10-23
74.0,Jordan,JOR,434.0,450.0,5,AFC,2014-10-23
75.0,Armenia,ARM,432.0,556.0,23,UEFA,2014-10-23
76.0,Paraguay,PAR,423.0,514.0,16,CONMEBOL,2014-10-23
77.0,Sierra Leone,SLE,421.0,424.0,2,CAF,2014-10-23
78.0,Zambia,ZAM,418.0,365.0,-10,CAF,2014-10-23
69.0,Honduras,HON,480.0,535.0,13,CONCACAF,2014-10-23
66.0,Bulgaria,BUL,506.0,532.0,7,UEFA,2014-11-27
67.0,Norway,NOR,500.0,481.0,-1,UEFA,2014-11-27
68.0,Haiti,HAI,484.0,360.0,-25,CONCACAF,2014-11-27
69.0,Korea Republic,KOR,481.0,496.0,3,AFC,2014-11-27
73.0,Guatemala,GUA,458.0,466.0,1,CONCACAF,2014-11-27
71.0,Jamaica,JAM,467.0,284.0,-42,CONCACAF,2014-11-27
72.0,Honduras,HON,461.0,480.0,3,CONCACAF,2014-11-27
65.0,Burkina Faso,BFA,510.0,469.0,-6,CAF,2014-11-27
74.0,Uzbekistan,UZB,448.0,498.0,9,AFC,2014-11-27
70.0,Finland,FIN,468.0,510.0,7,UEFA,2014-11-27
64.0,Gabon,GAB,511.0,487.0,-3,CAF,2014-11-27
59.0,Congo,CGO,529.0,512.0,-3,CAF,2014-11-27
62.0,Zambia,ZAM,516.0,418.0,-16,CAF,2014-11-27
61.0,Republic of Ireland,IRL,519.0,519.0,0,UEFA,2014-11-27
60.0,Egypt,EGY,527.0,658.0,22,CAF,2014-11-27
58.0,Montenegro,MNE,537.0,504.0,-6,UEFA,2014-11-27
56.0,IR Iran,IRN,547.0,560.0,5,AFC,2014-11-27
56.0,Panama,PAN,547.0,546.0,0,CONCACAF,2014-11-27
55.0,Congo DR,COD,548.0,521.0,-5,CAF,2014-11-27
54.0,Trinidad and Tobago,TRI,553.0,598.0,5,CONCACAF,2014-11-27
53.0,Japan,JPN,563.0,559.0,1,AFC,2014-11-27
75.0,Paraguay,PAR,438.0,423.0,-1,CONMEBOL,2014-11-27
62.0,Togo,TOG,516.0,559.0,10,CAF,2014-11-27
76.0,Libya,LBY,437.0,440.0,3,CAF,2014-11-27
100.0,Mozambique,MOZ,334.0,341.0,3,CAF,2014-11-27
78.0,Uganda,UGA,425.0,389.0,-6,CAF,2014-11-27
52.0,Peru,PER,565.0,558.0,-2,CONMEBOL,2014-11-27
99.0,China PR,CHN,336.0,369.0,11,AFC,2014-11-27
98.0,Qatar,QAT,338.0,369.0,10,AFC,2014-11-27
97.0,Latvia,LVA,339.0,340.0,-2,UEFA,2014-11-27
96.0,Oman,OMA,351.0,391.0,13,AFC,2014-11-27
95.0,Lithuania,LTU,355.0,364.0,3,UEFA,2014-11-27
94.0,Malawi,MWI,357.0,292.0,-15,CAF,2014-11-27
93.0,El Salvador,SLV,358.0,392.0,11,CONCACAF,2014-11-27
91.0,Dominican Republic,DOM,361.0,405.0,11,CONCACAF,2014-11-27
91.0,Benin,BEN,361.0,375.0,5,CAF,2014-11-27
77.0,Armenia,ARM,436.0,432.0,2,UEFA,2014-11-27
90.0,Rwanda,RWA,367.0,356.0,-5,CAF,2014-11-27
88.0,Cyprus,CYP,372.0,348.0,-8,UEFA,2014-11-27
87.0,Bolivia,BOL,375.0,310.0,-16,CONMEBOL,2014-11-27
86.0,Jordan,JOR,382.0,434.0,12,AFC,2014-11-27
85.0,United Arab Emirates,UAE,385.0,413.0,6,AFC,2014-11-27
84.0,Sierra Leone,SLE,387.0,421.0,7,CAF,2014-11-27
83.0,Estonia,EST,390.0,369.0,-5,UEFA,2014-11-27
82.0,Morocco,MAR,393.0,369.0,-6,CAF,2014-11-27
81.0,Angola,ANG,394.0,373.0,-6,CAF,2014-11-27
80.0,Antigua and Barbuda,ATG,413.0,478.0,10,CONCACAF,2014-11-27
79.0,Cuba,CUB,423.0,286.0,-33,CONCACAF,2014-11-27
89.0,Venezuela,VEN,369.0,388.0,4,CONMEBOL,2014-11-27
51.0,South Africa,RSA,568.0,542.0,-6,CAF,2014-11-27
209.0,Bhutan,BHU,0.0,0.0,1,AFC,2014-11-27
49.0,Mali,MLI,603.0,533.0,-9,CAF,2014-11-27
21.0,Slovakia,SVK,891.0,861.0,-3,UEFA,2014-11-27
20.0,Mexico,MEX,913.0,954.0,3,CONCACAF,2014-11-27
19.0,Croatia,CRO,946.0,1002.0,5,UEFA,2014-11-27
18.0,Algeria,ALG,948.0,989.0,3,CAF,2014-11-27
17.0,Czechia,CZE,987.0,870.0,-5,UEFA,2014-11-27
16.0,Costa Rica,CRC,995.0,974.0,0,CONCACAF,2014-11-27
15.0,Romania,ROU,1014.0,876.0,-6,UEFA,2014-11-27
14.0,Chile,CHI,1022.0,1060.0,1,CONMEBOL,2014-11-27
13.0,England,ENG,1032.0,919.0,-7,UEFA,2014-11-27
12.0,Switzerland,SUI,1091.0,1063.0,0,UEFA,2014-11-27
22.0,Tunisia,TUN,867.0,780.0,-9,CAF,2014-11-27
11.0,Italy,ITA,1103.0,1064.0,0,UEFA,2014-11-27
9.0,Spain,ESP,1142.0,1119.0,-1,UEFA,2014-11-27
7.0,France,FRA,1160.0,1191.0,0,UEFA,2014-11-27
7.0,Portugal,POR,1160.0,1175.0,-2,UEFA,2014-11-27
6.0,Brazil,BRA,1316.0,1307.0,0,CONMEBOL,2014-11-27
5.0,Netherlands,NED,1374.0,1375.0,0,UEFA,2014-11-27
4.0,Belgium,BEL,1417.0,1388.0,0,UEFA,2014-11-27
3.0,Colombia,COL,1450.0,1420.0,0,CONMEBOL,2014-11-27
2.0,Argentina,ARG,1538.0,1565.0,0,CONMEBOL,2014-11-27
1.0,Germany,GER,1725.0,1669.0,0,UEFA,2014-11-27
101.0,Belarus,BLR,331.0,301.0,-5,UEFA,2014-11-27
10.0,Uruguay,URU,1135.0,1184.0,2,CONMEBOL,2014-11-27
23.0,Austria,AUT,863.0,810.0,-6,UEFA,2014-11-27
24.0,Côte d'Ivoire,CIV,861.0,842.0,-1,CAF,2014-11-27
25.0,Greece,GRE,856.0,946.0,7,UEFA,2014-11-27
48.0,Turkey,TUR,604.0,614.0,2,UEFA,2014-11-27
47.0,Northern Ireland,NIR,615.0,625.0,4,UEFA,2014-11-27
46.0,Serbia,SRB,617.0,614.0,0,UEFA,2014-11-27
45.0,Slovenia,SVN,622.0,683.0,9,UEFA,2014-11-27
44.0,Hungary,HUN,632.0,561.0,-6,UEFA,2014-11-27
43.0,Sweden,SWE,646.0,646.0,4,UEFA,2014-11-27
42.0,Nigeria,NGA,656.0,632.0,0,CAF,2014-11-27
41.0,Cameroon,CMR,664.0,637.0,1,CAF,2014-11-27
40.0,Poland,POL,684.0,621.0,-4,UEFA,2014-11-27
39.0,Cabo Verde,CPV,693.0,716.0,6,CAF,2014-11-27
38.0,Guinea,GUI,698.0,552.0,-17,CAF,2014-11-27
37.0,Ghana,GHA,714.0,685.0,2,CAF,2014-11-27
36.0,Scotland,SCO,729.0,674.0,-1,UEFA,2014-11-27
35.0,Senegal,SEN,734.0,635.0,-6,CAF,2014-11-27
34.0,Wales,WAL,748.0,715.0,0,UEFA,2014-11-27
33.0,Iceland,ISL,761.0,816.0,5,UEFA,2014-11-27
32.0,Israel,ISR,788.0,615.0,-13,UEFA,2014-11-27
31.0,Russia,RUS,789.0,792.0,1,UEFA,2014-11-27
30.0,Denmark,DEN,804.0,763.0,-2,UEFA,2014-11-27
29.0,Bosnia and Herzegovina,BIH,808.0,837.0,3,UEFA,2014-11-27
28.0,USA,USA,836.0,862.0,5,CONCACAF,2014-11-27
27.0,Ecuador,ECU,852.0,826.0,0,CONMEBOL,2014-11-27
26.0,Ukraine,UKR,854.0,920.0,7,UEFA,2014-11-27
50.0,Albania,ALB,577.0,604.0,2,UEFA,2014-11-27
102.0,Australia,AUS,327.0,359.0,8,AFC,2014-11-27
204.0,Djibouti,DJI,5.0,6.0,-1,CAF,2014-11-27
104.0,Iraq,IRQ,321.0,393.0,23,AFC,2014-11-27
179.0,Nepal,NEP,58.0,61.0,0,AFC,2014-11-27
178.0,Turks and Caicos Islands,TCA,66.0,66.0,1,CONCACAF,2014-11-27
177.0,Belize,BLZ,74.0,99.0,10,CONCACAF,2014-11-27
174.0,Seychelles,SEY,75.0,81.0,3,CAF,2014-11-27
174.0,Nicaragua,NCA,75.0,90.0,6,CONCACAF,2014-11-27
174.0,Yemen,YEM,75.0,62.0,-4,AFC,2014-11-27
173.0,Comoros,COM,77.0,80.0,1,CAF,2014-11-27
170.0,Guyana,GUY,84.0,148.0,18,CONCACAF,2014-11-27
170.0,Sao Tome and Principe,STP,84.0,72.0,-5,CAF,2014-11-27
170.0,India,IND,84.0,119.0,11,AFC,2014-11-27
180.0,Bermuda,BER,55.0,80.0,8,CONCACAF,2014-11-27
169.0,Sri Lanka,SRI,85.0,76.0,-5,AFC,2014-11-27
167.0,The Gambia,GAM,90.0,90.0,-1,CAF,2014-11-27
166.0,Tahiti,TAH,100.0,100.0,0,OFC,2014-11-27
165.0,Guam,GUM,105.0,111.0,3,AFC,2014-11-27
164.0,Suriname,SUR,109.0,167.0,15,CONCACAF,2014-11-27
163.0,Bangladesh,BAN,111.0,68.0,-13,AFC,2014-11-27
162.0,Eswatini,SWZ,113.0,103.0,-2,CAF,2014-11-27
161.0,Puerto Rico,PUR,119.0,119.0,2,CONCACAF,2014-11-27
159.0,Hong Kong,HKG,120.0,109.0,-4,AFC,2014-11-27
159.0,Laos,LAO,120.0,141.0,5,AFC,2014-11-27
158.0,Singapore,SGP,123.0,115.0,-3,AFC,2014-11-27
168.0,Montserrat,MSR,86.0,86.0,-2,CONCACAF,2014-11-27
157.0,Indonesia,IDN,126.0,129.0,0,AFC,2014-11-27
180.0,San Marino,SMR,55.0,0.0,-28,UEFA,2014-11-27
183.0,Pakistan,PAK,54.0,51.0,1,AFC,2014-11-27
206.0,Somalia,SOM,4.0,8.0,3,CAF,2014-11-27
204.0,Cayman Islands,CAY,5.0,10.0,3,CONCACAF,2014-11-27
202.0,Eritrea,ERI,8.0,11.0,2,CAF,2014-11-27
202.0,British Virgin Islands,VGB,8.0,8.0,-1,CONCACAF,2014-11-27
201.0,Andorra,AND,9.0,9.0,-1,UEFA,2014-11-27
200.0,American Samoa,ASA,12.0,26.0,6,OFC,2014-11-27
199.0,Papua New Guinea,PNG,13.0,13.0,0,OFC,2014-11-27
198.0,Brunei Darussalam,BRU,15.0,15.0,0,AFC,2014-11-27
197.0,US Virgin Islands,VIR,16.0,20.0,0,CONCACAF,2014-11-27
196.0,Tonga,TGA,17.0,26.0,2,OFC,2014-11-27
180.0,Cambodia,CAM,55.0,46.0,-5,AFC,2014-11-27
195.0,Bahamas,BAH,26.0,26.0,1,CONCACAF,2014-11-27
192.0,Samoa,SAM,30.0,37.0,3,OFC,2014-11-27
192.0,Fiji,FIJ,30.0,30.0,0,OFC,2014-11-27
191.0,Mauritius,MRI,32.0,32.0,0,CAF,2014-11-27
190.0,Vanuatu,VAN,33.0,33.0,0,OFC,2014-11-27
189.0,South Sudan,SSD,43.0,43.0,3,CAF,2014-11-27
